temp,dwpt,rhum,snow,wspd,wpgt,pres,coco,el_price,valge,day_of_week_sin,day_of_week_cos,weekend,day_sin,day_cos,hour_sin,hour_cos,month_sin,month_cos,wdir_sin,wdir_cos,wpgt/wspd,avg_temp_of_day
15.8,6.2,53.0,0.0,18.0,31.5,10.100000000000023,2.0,0.09506,1,0.9749279121818236,-0.22252093395631434,0,0.20129852008866006,0.9795299412524945,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,1.75,12.600000000000001
14.4,4.1,50.0,0.0,14.4,29.6,10.200000000000045,2.0,0.09761,1,0.9749279121818236,-0.22252093395631434,0,0.20129852008866006,0.9795299412524945,-0.9659258262890681,-0.2588190451025215,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.055555555555556,12.600000000000001
14.2,4.2,51.0,0.0,10.8,29.6,10.200000000000045,2.0,0.11612,1,0.9749279121818236,-0.22252093395631434,0,0.20129852008866006,0.9795299412524945,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,2.7407407407407405,12.600000000000001
14.2,5.8,57.0,0.0,10.8,27.8,10.100000000000023,2.0,0.131,1,0.9749279121818236,-0.22252093395631434,0,0.20129852008866006,0.9795299412524945,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,2.574074074074074,12.600000000000001
12.1,5.9,66.0,0.0,10.8,24.1,10.299999999999955,2.0,0.1459099999999999,1,0.9749279121818236,-0.22252093395631434,0,0.20129852008866006,0.9795299412524945,-0.866025403784439,0.49999999999999933,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.2314814814814814,12.600000000000001
11.0,5.5,69.0,0.0,7.2,22.2,10.700000000000045,3.0,0.14493,0,0.9749279121818236,-0.22252093395631434,0,0.20129852008866006,0.9795299412524945,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,3.083333333333333,12.600000000000001
10.7,5.7,71.0,0.0,7.2,18.5,11.0,2.0,0.12576,0,0.9749279121818236,-0.22252093395631434,0,0.20129852008866006,0.9795299412524945,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.569444444444444,12.600000000000001
10.0,5.6,74.0,0.0,7.2,16.7,11.100000000000023,2.0,0.11439,0,0.9749279121818236,-0.22252093395631434,0,0.20129852008866006,0.9795299412524945,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.319444444444444,12.600000000000001
9.6,5.6,76.0,0.0,10.8,16.7,11.399999999999977,2.0,0.0943199999999999,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,1.546296296296296,10.745833333333332
9.2,5.7,79.0,0.0,7.2,16.7,11.799999999999955,2.0,0.0969899999999999,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,2.319444444444444,10.745833333333332
9.1,6.2,82.0,0.0,7.2,16.7,12.200000000000045,2.0,0.09477,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.319444444444444,10.745833333333332
8.4,6.0,85.0,0.0,7.2,16.7,12.5,3.0,0.0938799999999999,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,2.319444444444444,10.745833333333332
8.0,6.1,88.0,0.0,7.2,16.7,12.799999999999955,2.0,0.09225,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,2.319444444444444,10.745833333333332
7.3,5.8,90.0,0.0,7.2,16.7,13.200000000000045,2.0,0.09183,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.9659258262890682,0.25881904510252096,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,2.319444444444444,10.745833333333332
7.2,5.5,89.0,0.0,7.2,16.7,13.5,2.0,0.09862,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.319444444444444,10.745833333333332
7.1,5.6,90.0,0.0,7.2,16.7,13.700000000000045,1.0,0.12894,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.319444444444444,10.745833333333332
8.3,5.9,85.0,0.0,7.2,18.5,14.100000000000023,2.0,0.15,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,2.569444444444444,10.745833333333332
9.7,6.2,79.0,0.0,10.8,22.2,14.299999999999955,1.0,0.1463799999999999,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,2.0555555555555554,10.745833333333332
11.1,6.4,73.0,0.0,14.4,24.1,14.600000000000023,2.0,0.1308,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.5000000000000003,-0.8660254037844385,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,1.6736111111111112,10.745833333333332
12.9,5.6,61.0,0.0,10.8,25.9,14.5,2.0,0.11892,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.398148148148148,10.745833333333332
13.3,3.7,52.0,0.0,14.4,27.8,14.700000000000045,2.0,0.113,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,1.9305555555555556,10.745833333333332
13.5,4.1,53.0,0.0,10.8,27.8,14.299999999999955,2.0,0.10784,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.25881904510252035,-0.9659258262890684,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.574074074074074,10.745833333333332
13.7,4.0,52.0,0.0,10.8,29.6,14.299999999999955,2.0,0.10099,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.7407407407407405,10.745833333333332
14.0,4.0,51.0,0.0,14.4,29.6,14.200000000000045,4.0,0.09797,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,-0.9848077530122081,0.17364817766692997,2.055555555555556,10.745833333333332
14.0,5.9,58.0,0.0,14.4,29.6,13.600000000000023,2.0,0.1050499999999999,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.055555555555556,10.745833333333332
13.6,3.7,51.0,0.0,14.4,31.5,13.200000000000045,3.0,0.11244,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.9659258262890681,-0.2588190451025215,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.1875,10.745833333333332
12.0,6.1,67.0,0.0,14.4,31.5,13.100000000000023,3.0,0.1226599999999999,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.1875,10.745833333333332
11.1,7.2,77.0,0.0,14.4,29.6,12.600000000000023,17.0,0.138,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.055555555555556,10.745833333333332
11.5,6.0,69.0,0.0,14.4,31.5,12.200000000000045,17.0,0.1585099999999999,1,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.866025403784439,0.49999999999999933,-1.0,-1.8369701987210297e-16,-0.9848077530122081,0.17364817766692997,2.1875,10.745833333333332
11.1,6.8,75.0,0.0,10.8,31.5,11.5,4.0,0.13388,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,-0.9848077530122081,0.17364817766692997,2.9166666666666665,10.745833333333332
11.1,6.8,75.0,0.0,14.4,31.5,10.899999999999977,7.0,0.0874699999999999,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,-0.984807753012208,-0.17364817766693033,2.1875,10.745833333333332
11.1,8.1,82.0,0.0,10.8,29.6,9.799999999999955,7.0,0.08745,0,0.43388373911755823,-0.900968867902419,0,0.39435585511331855,0.9189578116202306,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,-0.984807753012208,-0.17364817766693033,2.7407407407407405,10.745833333333332
10.8,9.7,93.0,0.0,10.8,29.6,8.5,7.0,0.09451,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.9396926207859084,-0.34202014332566855,2.7407407407407405,10.966666666666669
11.4,10.5,94.0,0.0,14.4,27.8,7.7999999999999545,17.0,0.0862,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,-0.984807753012208,-0.17364817766693033,1.9305555555555556,10.966666666666669
12.2,10.4,89.0,0.0,14.4,31.5,6.5,17.0,0.08615,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.1875,10.966666666666669
12.6,10.0,84.0,0.0,14.4,33.3,5.7000000000000455,4.0,0.08611,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,-0.984807753012208,-0.17364817766693033,2.3124999999999996,10.966666666666669
13.1,9.5,79.0,0.0,14.4,33.3,4.600000000000023,17.0,0.08198,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.3124999999999996,10.966666666666669
12.7,9.0,78.0,0.0,18.0,33.3,3.7999999999999545,7.0,0.08618,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.9659258262890682,0.25881904510252096,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1.8499999999999999,10.966666666666669
12.7,8.8,77.0,0.0,18.0,33.3,3.1000000000000227,7.0,0.09139,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,-0.9848077530122081,0.17364817766692997,1.8499999999999999,10.966666666666669
11.4,9.8,90.0,0.0,18.0,37.0,2.5,3.0,0.12246,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.0555555555555554,10.966666666666669
11.6,9.3,86.0,0.0,14.4,37.0,2.1000000000000227,7.0,0.136,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.569444444444444,10.966666666666669
9.9,7.3,84.0,0.0,14.4,38.9,2.2999999999999545,18.0,0.1347,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,2.701388888888889,10.966666666666669
9.9,7.7,86.0,0.0,14.4,38.9,2.7999999999999545,17.0,0.1231299999999999,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.5000000000000003,-0.8660254037844385,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.701388888888889,10.966666666666669
9.8,6.3,79.0,0.0,14.4,38.9,3.5,17.0,0.10903,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,2.701388888888889,10.966666666666669
10.9,5.0,67.0,0.0,18.0,38.9,4.399999999999977,17.0,0.09902,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.3420201433256686,0.9396926207859084,2.161111111111111,10.966666666666669
9.9,4.9,71.0,0.0,18.0,48.2,5.600000000000023,2.0,0.08962,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.25881904510252035,-0.9659258262890684,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,2.677777777777778,10.966666666666669
10.9,5.0,67.0,0.0,14.4,46.3,6.5,3.0,0.08848,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,3.2152777777777777,10.966666666666669
11.8,5.0,63.0,0.0,14.4,42.6,7.2000000000000455,2.0,0.08839,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,-0.3420201433256686,0.9396926207859084,2.9583333333333335,10.966666666666669
11.4,4.1,61.0,0.0,21.6,38.9,7.7000000000000455,3.0,0.08992,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.3420201433256686,0.9396926207859084,1.8009259259259258,10.966666666666669
11.6,4.6,62.0,0.0,7.2,37.0,8.399999999999977,3.0,0.09232,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.9659258262890681,-0.2588190451025215,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,5.138888888888888,10.966666666666669
12.0,3.2,55.0,0.0,14.4,35.2,8.799999999999955,2.0,0.11901,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,2.4444444444444446,10.966666666666669
11.5,4.0,60.0,0.0,7.2,33.3,9.299999999999955,2.0,0.13157,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,4.624999999999999,10.966666666666669
10.0,3.3,63.0,0.0,10.8,27.8,9.600000000000023,2.0,0.14393,1,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.866025403784439,0.49999999999999933,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.574074074074074,10.966666666666669
8.8,3.6,70.0,0.0,10.8,24.1,10.0,1.0,0.14338,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.2314814814814814,10.966666666666669
8.6,4.0,73.0,0.0,7.2,20.4,10.299999999999955,2.0,0.12994,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,2.833333333333333,10.966666666666669
7.7,4.3,79.0,0.0,10.8,18.5,10.600000000000023,2.0,0.12096,0,-0.433883739117558,-0.9009688679024191,0,0.5712682150947923,0.8207634412072763,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,1.7129629629629628,10.966666666666669
7.2,4.7,84.0,0.0,7.2,16.7,11.100000000000023,2.0,0.09844,0,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.319444444444444,9.391666666666667
6.8,4.5,85.0,0.0,7.2,20.4,11.299999999999955,2.0,0.11141,0,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.833333333333333,9.391666666666667
6.7,4.7,87.0,0.0,10.8,18.5,11.5,2.0,0.09936,0,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,1.7129629629629628,9.391666666666667
6.3,4.5,88.0,0.0,7.2,16.7,11.700000000000045,1.0,0.09737,0,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.319444444444444,9.391666666666667
6.2,4.7,90.0,0.0,10.8,16.7,12.0,2.0,0.09548,0,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,1.546296296296296,9.391666666666667
6.2,4.4,88.0,0.0,10.8,16.7,12.0,2.0,0.0942,0,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.9659258262890682,0.25881904510252096,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,1.546296296296296,9.391666666666667
5.9,4.4,90.0,0.0,7.2,16.7,12.299999999999955,2.0,0.0960699999999999,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.319444444444444,9.391666666666667
6.2,4.2,87.0,0.0,7.2,16.7,12.899999999999977,2.0,0.1038,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,-0.9396926207859083,0.342020143325669,2.319444444444444,9.391666666666667
7.5,5.0,84.0,0.0,7.2,18.5,13.299999999999955,2.0,0.12098,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.569444444444444,9.391666666666667
9.1,5.3,77.0,0.0,10.8,20.4,13.5,1.0,0.122,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,1.8888888888888886,9.391666666666667
10.6,5.4,70.0,0.0,14.4,22.2,13.700000000000045,2.0,0.11599,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.5000000000000003,-0.8660254037844385,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,1.5416666666666665,9.391666666666667
11.8,4.3,60.0,0.0,14.4,24.1,13.899999999999977,2.0,0.09566,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,1.6736111111111112,9.391666666666667
12.2,3.2,54.0,0.0,14.4,25.9,14.299999999999955,2.0,0.08947,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.3420201433256686,0.9396926207859084,1.798611111111111,9.391666666666667
13.1,2.9,50.0,0.0,18.0,33.3,14.200000000000045,2.0,0.08951,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,-0.25881904510252035,-0.9659258262890684,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,1.8499999999999999,9.391666666666667
13.0,2.8,50.0,0.0,10.8,31.5,14.399999999999977,2.0,0.08706,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,2.9166666666666665,9.391666666666667
13.9,1.9,44.0,0.0,14.4,29.6,14.399999999999977,3.0,0.08416,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,-0.6427876096865396,0.7660444431189778,2.055555555555556,9.391666666666667
13.1,2.0,47.0,0.0,10.8,27.8,14.700000000000045,2.0,0.08646,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,2.574074074074074,9.391666666666667
13.4,-0.6,38.0,0.0,14.4,27.8,15.0,2.0,0.08927,1,-0.9749279121818236,-0.2225209339563146,1,0.72479278722912,0.6889669190756866,-0.9659258262890681,-0.2588190451025215,-1.0,-1.8369701987210297e-16,-0.7660444431189781,0.6427876096865393,1.9305555555555556,9.391666666666667
